Gene ID,Gene Name,proliferating embryo Ce,elongating embryo Ce,fully-elongated embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,newly molted young adult hermaphrodite Ce,adult Ce,L2d-dauer molt Ce,dauer larva Ce,post dauer stage Ce
WBGene00016926,nhr-171,1,2,3,0.5,0.5,0.4,0.6,0.9,0.1,0.3,0.1,0.6
WBGene00016927,nhr-172,1,14,3,0.2,0.2,2,0.6,0.3,,2,0.6,0.5
WBGene00016928,srb-19,0.2,,0.6,0.5,0.4,0.3,0.2,,,0.2,0.6,0.3
WBGene00016929,C54F6.12,,0.1,,0.4,0.6,0.8,0.4,0.7,0.2,23,17,13
WBGene00016930,madf-6,6,1,3,0.3,0.6,5,2,12,13,4,8,7
WBGene00016931,C54G6.2,0.8,0.6,3,2,1,0.3,0.4,0.6,0.2,0.5,1,0.9
WBGene00016932,C54G6.3,0.7,,4,7,4,0.9,0.6,0.5,0.2,4,2,2
WBGene00016933,C54G7.1,,0.3,4,3,1,0.4,1,0.2,,0.8,1,0.8
WBGene00016934,mboa-3,27,19,10,31,34,50,7,15,13,31,29,34
WBGene00016935,ifta-1,3,10,10,5,3,0.6,0.4,0.8,0.6,2,4,3
WBGene00016937,tag-294,24,51,25,17,8,7,3,7,9,14,10,7
WBGene00016938,C54H2.4,0.7,,6,7,2,0.6,0.8,0.1,0.1,3,1,1
WBGene00016939,C55B6.1,13,2,6,4,4,4,2,7,8,7,6,5
WBGene00016940,C55B6.4,,0.1,,,0.1,,,,,,,
WBGene00016941,C55B6.5,,,,0.1,,0.5,0.9,0.2,,0.1,0.1,
WBGene00016942,C55B7.3,0.7,0.8,3,,0.6,13,7,7,3,,,
WBGene00016943,acdh-1,14,27,100,6,96,628,413,358,151,2,0.1,0.2
WBGene00016944,uri-1,18,18,14,10,9,12,5,42,28,11,14,11
WBGene00016945,sulp-1,0.9,0.2,4,10,3,0.8,0.5,0.7,0.2,3,3,4
WBGene00016946,C55B7.10,,,0.4,0.1,,1,2,1,0.9,0.2,,
WBGene00016947,C55B7.11,15,3,4,3,3,9,5,24,14,10,9,7
WBGene00016948,scrt-1,12,2,1,1,,0.2,,0.2,0.6,,,
WBGene00016949,C55C2.3,0.8,,0.3,,,0.3,2,1,0.1,,,
WBGene00016950,C55C2.4,,,,,,0.4,0.7,0.7,0.1,,,
WBGene00016951,C55C3.1,1,2,5,0.4,4,2,3,1,0.3,5,0.6,0.4
WBGene00016953,C55C3.3,3,0.3,0.6,0.1,,5,2,4,4,0.6,1,0.3
WBGene00016954,C55C3.4,,,0.2,,,0.5,0.6,2,1,,,
WBGene00016955,perm-5,28,51,37,23,17,18,11,37,34,22,18,13
WBGene00016956,C55C3.6,0.7,,0.3,0.1,,0.5,1,2,0.7,0.1,0.7,0.1
WBGene00016957,atic-1,1,2,9,21,33,36,34,22,18,132,70,55
WBGene00016958,ilys-4,2,12,41,24,14,12,12,5,4,18,24,19
WBGene00016959,C55H1.1,,,,,,,,,,0.1,0.4,0.5
WBGene00016960,vps-33.2,13,8,8,6,6,11,7,26,19,7,11,7
WBGene00016961,vps-32.1,125,190,203,148,91,62,43,75,63,123,87,75
WBGene00016962,C56C10.4,2,3,74,1,18,7,8,0.7,0.3,3,0.1,
WBGene00016963,C56C10.6,0.1,,1,0.2,0.2,1,3,2,1,,0.2,
WBGene00016964,C56C10.7,23,26,16,8,16,19,12,29,24,16,18,18
WBGene00016965,C56C10.9,12,9,9,5,5,9,4,17,14,8,11,9
WBGene00016966,C56C10.10,7,49,37,25,10,12,7,23,17,17,21,14
WBGene00016967,C56C10.11,10,17,20,18,17,18,3,13,16,18,15,12
WBGene00016968,epg-5,9,16,15,8,11,10,2,6,8,13,10,9
WBGene00016970,C56E6.2,42,171,57,16,16,18,11,11,7,39,31,25
WBGene00016971,toe-2,55,25,11,2,7,7,4,25,29,5,9,5
WBGene00016972,C56E6.4,0.8,1,2,0.7,0.8,0.3,0.5,0.3,1,0.1,0.1,
WBGene00016973,abch-1,0.2,2,4,0.1,3,2,0.8,0.6,0.1,0.5,0.1,0.1
WBGene00016974,lron-15,2,21,14,4,5,3,0.9,1,0.4,2,2,1
WBGene00016975,nhr-173,2,11,11,8,8,4,3,2,2,8,5,6
WBGene00016976,C56E10.3,0.1,0.1,3,4,0.9,0.6,0.5,0.7,0.2,1,1,1
WBGene00016977,akap-1,42,111,123,189,75,61,26,44,71,143,172,127
WBGene00016978,C56G2.3,6,10,5,7,5,5,4,8,5,4,7,9
WBGene00016979,C56G2.4,5,42,41,9,8,5,2,1,0.9,5,4,3
WBGene00016980,C56G2.5,9,3,3,0.2,0.2,8,6,5,6,0.1,0.1,
WBGene00016981,C56G2.7,173,83,60,65,84,79,45,88,128,59,65,53
WBGene00016982,C56G2.9,2,1,4,11,6,2,1,2,1,6,9,5
WBGene00016983,C56G2.15,24,16,15,8,5,6,4,6,10,3,3,2
WBGene00016984,npr-8,0.8,1,3,7,4,3,0.9,0.9,0.6,4,4,3
WBGene00016985,C56G3.2,,0.4,0.5,1,0.3,0.5,0.5,0.5,0.2,0.2,,0.1
WBGene00016987,CC8.2,7,10,10,15,27,11,7,9,23,48,52,39
WBGene00016988,CD4.1,1,3,9,20,10,11,11,4,1,22,21,13
WBGene00016989,CD4.3,23,57,36,13,29,27,22,37,27,35,32,34
WBGene00016990,vps-37,83,73,43,67,30,28,23,46,51,34,30,30
WBGene00016991,CD4.5,0.5,2,2,1,0.3,0.1,0.3,0.3,0.1,0.1,0.1,0.1
WBGene00016992,zhit-1,41,15,10,6,6,7,4,25,26,11,11,9
WBGene00016993,CD4.8,8,3,3,2,2,6,3,11,7,4,9,6
WBGene00016995,D1005.1,16,24,22,24,60,50,13,30,51,34,25,15
WBGene00016996,D1005.2,5,77,9,4,8,13,2,3,1,3,8,13
WBGene00016997,cebp-1,6,7,35,85,17,11,6,6,18,23,24,17
WBGene00016998,D1005.4,0.7,2,5,3,7,11,5,5,2,0.5,0.1,1
WBGene00016999,D1005.5,1,,0.4,0.6,,,0.1,0.3,0.1,,0.4,0.1
WBGene00017000,D1005.6,0.1,,2,0.7,0.9,,0.9,0.2,0.1,3,2,3
WBGene00017001,D1007.3,0.8,0.5,6,8,2,2,1,2,1,3,3,2
WBGene00017002,D1007.4,26,34,15,2,8,9,8,21,13,17,19,16
WBGene00017003,D1007.5,25,42,17,7,12,16,6,18,24,12,16,15
WBGene00017004,nrd-1,76,72,43,29,16,18,6,19,40,15,17,14
WBGene00017005,D1007.8,17,9,6,0.8,5,7,3,19,13,5,6,5
WBGene00017006,D1007.9,,,,0.2,,,,,,,0.1,
WBGene00017007,D1007.10,6,7,4,2,5,5,4,11,9,6,9,8
WBGene00017009,D1007.13,0.7,0.4,7,6,6,3,4,0.3,0.2,3,2,0.8
WBGene00017010,D1007.15,6,13,13,6,7,6,2,5,3,8,7,6
WBGene00017011,eaf-1,91,70,47,14,23,35,19,72,66,19,27,19
WBGene00017012,acs-22,13,23,41,42,39,37,19,16,21,43,28,20
WBGene00017013,D1009.3,3,22,23,16,6,3,1,1,0.4,6,5,3
WBGene00017014,dylt-2,1,20,24,1,1,0.2,,,0.1,3,0.7,1
WBGene00017015,D1014.2,3,2,3,6,1,0.9,2,4,2,2,3,4
WBGene00017016,snap-1,106,96,100,75,72,40,27,56,47,57,47,39
WBGene00017017,D1014.4,25,34,19,8,11,18,10,27,12,17,28,20
WBGene00017018,D1014.5,0.5,11,22,0.1,32,14,11,0.7,0.1,11,0.9,0.2
WBGene00017019,D1014.6,,,,,0.4,2,4,0.2,,,,
WBGene00017020,D1014.7,,,0.7,0.3,0.9,3,2,0.4,,0.4,0.4,0.3
WBGene00017021,D1022.2,0.1,,,1,0.2,0.2,0.4,,0.2,0.2,0.4,0.2
WBGene00017022,D1022.3,2,0.1,0.5,2,1,1,1,1,0.5,0.1,0.1,0.5
WBGene00017023,D1022.4,18,48,13,39,32,48,24,24,13,11,12,7
WBGene00017024,D1022.5,1,0.1,0.7,0.3,,0.1,0.3,,0.1,,0.1,
WBGene00017025,D1037.1,8,12,8,15,6,10,4,13,20,9,15,8
WBGene00017026,D1037.5,0.9,0.3,0.3,0.1,,2,3,3,1,0.1,0.3,
WBGene00017027,D1044.1,4,4,3,5,3,4,4,3,1,25,8,7
WBGene00017028,dex-1,22,116,89,4,17,8,3,2,2,19,3,0.8
WBGene00017029,D1044.4,,,,0.1,,,,,,,,
WBGene00017030,D1044.5,,,,,,,,,,,,
WBGene00017031,D1044.6,26,14,14,16,7,8,2,28,43,10,12,7
WBGene00017032,D1044.7,0.3,,1,30,3,2,0.5,1,3,2,2,1
WBGene00017033,nekl-4,0.5,0.1,2,4,2,0.7,0.5,0.4,0.1,2,2,2
WBGene00017034,otpl-2,0.1,,0.9,3,0.4,,0.3,0.3,0.1,0.4,0.8,0.2
WBGene00017035,D1065.3,0.1,,0.2,0.1,0.2,1,1,0.8,0.1,,0.1,
WBGene00017036,D1069.1,1,3,12,4,2,0.9,0.9,0.3,0.1,0.1,0.1,
WBGene00017037,D1069.3,14,20,16,6,12,13,6,18,13,12,11,10
WBGene00017038,dmsr-4,2,0.3,3,9,2,0.9,0.4,1,1,6,7,4
WBGene00017039,trk-1,0.3,,3,24,4,2,0.7,0.7,0.3,11,11,8
WBGene00017040,D1079.1,0.6,0.6,2,10,3,1,1,0.8,0.3,4,8,6
WBGene00017041,D2007.1,0.7,7,15,20,18,20,16,18,18,12,5,5
WBGene00017042,D2007.2,2,3,10,14,9,6,4,3,2,27,25,13
WBGene00017043,D2007.3,0.1,,0.6,1,,,0.1,0.1,0.2,0.5,2,0.8
WBGene00017044,mrpl-18,73,42,23,9,33,34,29,43,43,28,27,32
WBGene00017045,atg-13,35,60,55,50,21,14,8,23,17,49,54,33
WBGene00017046,utx-1,45,37,18,10,9,4,1,4,13,4,4,3
WBGene00017048,D2021.4,1,10,9,6,2,5,1,2,0.7,4,3,3
WBGene00017050,D2024.1,0.2,0.1,1,0.4,,0.6,2,1,0.1,0.1,0.1,0.1
WBGene00017051,afmd-1,0.3,0.1,3,2,1,3,1,4,1,12,6,4
WBGene00017052,D2024.4,0.3,0.6,22,0.4,12,2,8,0.3,0.1,2,0.1,
WBGene00017053,D2024.5,101,81,50,32,22,17,14,36,51,42,41,33
WBGene00017054,gstk-2,4,13,13,25,6,3,3,4,2,72,61,18
WBGene00017055,D2062.1,,,0.1,0.1,,0.5,1,2,0.4,,,
WBGene00017056,D2062.4,,0.2,,,,3,5,3,0.9,,,
WBGene00017057,D2062.5,,0.2,0.4,0.1,,1,3,0.8,0.2,,,
WBGene00017058,D2062.6,,,,,,3,17,14,4,,,
WBGene00017059,D2062.7,,,0.2,,,3,23,19,3,0.4,0.2,
WBGene00017060,D2063.1,2,3,27,8,2,1,1,0.8,0.5,1,0.2,0.4
WBGene00017061,oac-12,0.1,,0.7,0.5,,0.2,0.4,0.1,0.1,,,
WBGene00017062,glrx-3,46,37,28,40,47,54,28,50,44,36,34,31
WBGene00017063,D2092.1,0.5,,3,5,6,5,5,6,1,9,5,6
WBGene00017064,ppfr-2,53,70,34,11,12,13,7,33,33,13,19,14
WBGene00017065,D2092.4,5,51,59,25,66,67,26,23,12,26,11,9
WBGene00017066,maco-1,26,53,56,19,22,14,7,32,41,35,34,25
WBGene00017067,D2092.6,0.5,0.6,4,3,2,0.7,0.7,0.7,0.2,2,2,1
WBGene00017068,D2092.8,1,0.1,60,0.1,16,6,38,2,0.5,6,0.4,
WBGene00017069,D2096.1,5,4,4,1,5,39,14,69,34,15,17,16
WBGene00017070,praf-3,149,228,124,55,107,92,53,116,82,100,92,65
WBGene00017071,aagr-1,0.9,0.1,4,15,30,66,20,40,27,17,6,12
WBGene00017072,D2096.5,0.4,3,1,1,0.2,0.2,0.2,0.8,0.2,0.1,0.8,0.6
WBGene00017073,D2096.6,6,3,106,3,33,16,46,4,2,2,0.4,1
WBGene00017074,D2096.7,9,16,7,22,9,11,3,21,12,20,42,27
WBGene00017075,nap-1,521,207,127,492,333,524,240,452,383,506,1620,925
WBGene00017076,D2096.9,3,3,29,19,36,7,5,3,5,69,37,32
WBGene00017077,D2096.10,0.9,2,7,3,3,5,1,3,2,2,5,4
WBGene00017078,D2096.11,0.4,1,2,0.6,0.7,0.6,0.3,0.8,0.7,0.3,1,1
WBGene00017079,D2096.12,5,5,4,6,5,6,1,13,14,5,9,5
WBGene00017080,lec-12,45,24,27,30,25,23,19,25,26,32,22,19
WBGene00017082,DC2.5,3,12,5,5,5,16,2,5,1,4,2,3
WBGene00017083,kin-33,16,8,2,0.2,0.5,0.3,0.2,0.6,2,0.1,0.1,
WBGene00017084,E01A2.1,33,24,29,6,22,26,21,25,35,15,12,13
WBGene00017085,E01A2.2,111,70,36,8,33,44,20,57,80,21,22,20
WBGene00017087,E01A2.5,18,9,9,4,6,7,5,12,12,7,8,9
WBGene00017088,akir-1,242,193,174,124,54,64,35,102,135,60,66,48
WBGene00017089,poml-2,1,6,0.7,2,5,3,2,5,1,10,1,0.4
WBGene00017090,E01A2.8,6,0.3,1,,,,0.6,,0.1,,,
WBGene00017091,ttr-40,,,3,6,12,8,4,7,2,13,14,6
WBGene00017092,E02C12.6,,,0.2,1,4,3,1,2,0.5,,,0.8
WBGene00017093,E02C12.8,,,0.2,0.2,2,5,2,2,2,0.3,0.1,0.1
WBGene00017095,E02C12.10,,,0.3,0.1,0.2,,0.2,,,,0.1,
WBGene00017096,E02C12.11,,0.6,0.4,,,,,,,,,
WBGene00017097,E02C12.12,,2,1,,,0.1,,,,0.3,,
WBGene00017098,E02D9.1,67,48,28,5,22,27,12,22,40,15,12,10
WBGene00017099,E02H9.1,,,0.1,0.1,,0.6,0.4,,0.5,0.1,,
WBGene00017100,E02H9.2,0.2,,3,3,2,2,2,2,0.7,0.9,2,2
WBGene00017101,E02H9.3,2,1,2,1,6,14,4,12,6,1,2,1
WBGene00017102,E02H9.4,,0.2,3,0.5,4,6,10,4,6,1,0.5,0.6
WBGene00017103,klo-2,0.7,1,2,1,3,8,3,5,4,1,0.4,0.3
WBGene00017104,E02H9.6,0.7,6,19,10,1,0.1,0.2,0.3,,6,4,3
WBGene00017105,E02H9.7,,0.6,2,,,0.2,1,16,13,,0.2,
WBGene00017106,E02H9.9,,,,0.2,0.1,0.4,1,1,0.8,0.2,0.4,
WBGene00017107,srt-12,,,0.5,0.5,,,0.1,0.1,,,,0.1
WBGene00017108,cyp-43A1,2,0.5,1,5,8,9,4,6,4,2,3,3
WBGene00017109,clec-177,,,,,,,,0.1,,,0.1,
WBGene00017110,clec-176,,,,,,0.1,,0.2,,,,
WBGene00017111,E03H12.4,,,,,,,,0.3,,,,
WBGene00017112,E03H12.5,,,0.1,0.4,0.1,9,10,21,11,0.4,0.5,0.2
WBGene00017113,srz-24,,,0.7,1,0.2,,0.2,0.1,,0.4,0.9,0.1
WBGene00017114,E03H12.7,,,,,,3,17,10,3,2,3,0.6
WBGene00017115,E03H12.9,,,,,,,,,,0.1,,
WBGene00017116,fbxb-78,10,17,2,0.3,,,,0.1,0.4,0.1,0.1,0.2
WBGene00017119,E04A4.5,152,85,78,38,93,105,76,94,70,77,59,88
WBGene00017120,tctn-1,3,20,15,14,2,0.4,0.5,0.8,0.4,2,2,2
WBGene00017121,cyc-2.1,1478,816,849,246,1682,1187,1045,940,809,1083,1027,1165
WBGene00017122,E04F6.2,3,0.4,5,4,0.2,0.6,0.5,0.3,0.1,0.9,1,1
WBGene00017123,maoc-1,19,164,34,26,68,88,22,29,26,56,29,46
WBGene00017124,E04F6.4,0.2,1,11,6,8,7,3,3,2,14,5,6
WBGene00017125,acdh-12,94,73,38,10,41,48,29,49,73,89,35,41
WBGene00017126,E04F6.6,0.3,0.5,5,7,14,24,3,9,3,4,4,3
WBGene00017127,E04F6.8,0.9,2,8,3,8,50,25,41,57,104,110,51
WBGene00017128,E04F6.9,0.4,13,2,103,65,76,61,34,85,3286,932,716
WBGene00017129,E04F6.10,0.7,10,15,8,4,1,1,1,0.3,15,4,5
WBGene00017130,E04F6.12,,,0.4,0.2,,,0.1,0.2,,0.1,,
WBGene00017131,E04F6.15,,,0.1,0.4,3,12,6,7,3,0.3,0.1,0.6
WBGene00017132,tofu-6,145,15,16,2,12,16,10,53,76,14,20,19
WBGene00017133,EEED8.2,29,280,70,5,3,1,1,1,2,4,17,5
WBGene00017134,EEED8.3,311,25,39,0.7,0.9,2,4,72,69,5,4,3
WBGene00017135,EEED8.4,67,3,5,,0.1,,0.3,1,12,,,
WBGene00017136,ccpp-6,0.5,,1,3,2,0.8,0.5,0.4,0.1,2,2,2
WBGene00017137,pink-1,26,37,26,21,16,15,7,26,22,24,20,17
WBGene00017138,EEED8.10,26,68,57,31,32,38,14,28,25,35,31,25
WBGene00017139,clec-141,0.5,,0.1,0.2,,,,0.1,0.5,,,
WBGene00017140,EEED8.12,42,2,4,0.1,,0.3,0.7,0.7,8,1,0.1,
WBGene00017141,EEED8.13,1,0.9,1,0.8,0.3,0.7,0.5,3,2,2,1,0.7
WBGene00017142,EEED8.14,10,7,7,2,0.6,3,2,17,8,9,15,9
WBGene00017143,EEED8.15,49,253,38,0.1,0.6,,0.4,3,5,0.2,0.2,0.2
WBGene00017144,brap-2,9,17,13,9,11,15,9,26,19,22,22,18
WBGene00017146,EGAP1.1,,,0.6,1,,0.4,0.8,0.3,0.2,0.3,2,1
WBGene00017147,EGAP2.1,21,35,18,10,9,6,3,6,7,7,5,5
WBGene00017148,EGAP2.2,0.1,,0.7,2,,,0.2,1,0.1,,0.6,
WBGene00017149,EGAP4.1,0.2,,21,81,50,3,1,1,0.4,14,8,6
WBGene00017150,EGAP5.1,3,2,17,15,8,3,2,0.4,0.8,29,20,19
WBGene00017151,EGAP9.3,3,28,11,1,4,4,3,1,0.8,6,4,2
WBGene00017152,EGAP798.1,0.1,,0.2,2,0.1,0.3,0.4,0.1,0.3,0.5,1,0.6
WBGene00017153,E_BE45912.2,4,4,3,3,1,3,3,5,8,4,5,5
WBGene00017154,ugt-57,7,91,17,0.6,22,23,0.8,0.4,0.2,1,0.5,0.9
WBGene00017156,F01E11.3,1,3,10,4,2,0.1,0.5,0.2,0.2,2,2,1
WBGene00017157,tyra-2,1,0.6,7,12,4,0.8,0.8,0.8,0.4,5,6,4
WBGene00017158,hpo-10,22,33,23,20,10,9,4,11,14,15,25,20
WBGene00017159,F01F1.2,21,44,22,19,24,42,37,42,26,12,23,14
WBGene00017160,F01F1.3,2,2,4,9,4,11,5,16,8,61,31,30
WBGene00017161,rabn-5,13,11,12,12,17,19,11,34,36,15,11,10
WBGene00017162,ddx-23,23,40,22,20,20,28,12,39,38,20,41,32
WBGene00017163,dnpp-1,79,43,50,29,116,162,76,79,75,37,48,57
WBGene00017164,eng-1,6,9,6,11,7,8,5,13,8,8,11,8
WBGene00017165,F01F1.11,49,21,13,6,5,10,8,24,21,11,16,11
WBGene00017166,aldo-2,673,92,289,2127,519,623,351,467,776,499,983,598
WBGene00017168,F01F1.14,0.1,1,1,0.4,0.4,0.2,0.8,0.7,0.3,62,26,18
WBGene00017169,F01F1.15,37,92,40,4,21,30,16,20,13,10,11,12
WBGene00017170,F01G12.1,,,0.4,1,,0.5,0.5,,,0.5,0.2,0.2
WBGene00017172,F02C9.1,,,,,,6,2,2,0.4,,,
WBGene00017173,F02C9.2,,,0.3,0.1,,,,,,2,2,0.4
WBGene00017174,tat-6,0.6,,1,3,0.8,0.2,0.3,0.2,0.1,1,1,0.8
WBGene00017175,irld-3,,,,,,9,8,7,3,,,
WBGene00017176,nmur-3,1,3,7,6,2,1,0.8,0.7,0.3,2,2,1
WBGene00017177,F02E8.4,21,2,5,0.1,,0.1,2,23,26,0.3,0.1,
WBGene00017178,atg-16.1,20,25,16,13,6,6,4,4,7,8,10,8
WBGene00017179,wht-4,0.1,,0.1,0.1,,3,3,3,3,,,
WBGene00017180,F02E11.2,2,3,3,3,27,7,16,3,4,90,102,155
WBGene00017181,F02E11.3,3,2,1,0.3,0.1,0.1,0.4,0.6,0.4,,,
WBGene00017182,F02E11.4,2,,,0.1,,,,0.7,0.7,,,
WBGene00017183,scl-15,,,,0.1,,,0.6,0.2,0.9,,,
WBGene00017184,ncam-1,27,166,62,47,22,16,2,2,3,13,10,9
WBGene00017189,F07B7.8,,,0.4,0.9,,,,,,0.2,2,0.3
WBGene00017190,F07B7.12,0.3,0.5,0.8,0.7,0.4,0.1,0.1,,,0.1,0.3,0.2
WBGene00017192,F07B7.14,,,,0.1,,,,,,2,5,1
WBGene00017193,F07C3.2,4,44,172,115,54,27,7,6,3,45,32,27
WBGene00017194,F07C3.3,0.9,0.2,2,1,1,1,0.9,0.6,0.1,0.3,0.2,0.2
WBGene00017195,glo-4,5,11,11,26,10,12,5,8,8,30,26,18
WBGene00017197,F07C3.9,4,75,56,7,44,55,70,12,98,69,41,37
WBGene00017198,nhr-36,0.5,1,7,8,2,1,1,1,0.7,6,8,7
WBGene00017199,clec-45,,,,0.2,0.9,0.2,0.2,,,,,
WBGene00017200,F07C4.6,,,,3,2,5,0.6,,0.1,3,0.5,0.6
WBGene00017201,grsp-4,0.8,,6,11,26,76,38,12,41,7,3,8
WBGene00017202,clec-46,,,,,,,,,,,,
WBGene00017204,F07C4.11,0.8,2,18,0.5,1,0.2,0.1,,,,,
WBGene00017205,F07C4.12,0.1,0.1,0.5,0.1,0.5,0.4,0.2,0.2,0.2,,,
WBGene00017207,fbxb-6,5,0.1,0.5,,,,,,0.2,,,
WBGene00017208,fbxb-35,13,11,1,0.2,,,0.2,0.2,1,,,
WBGene00017209,F07E5.4,0.3,,0.2,,,,,,,,,
WBGene00017210,F07E5.5,31,31,23,40,26,19,8,20,20,28,69,73
WBGene00017211,fbxb-36,10,0.4,0.9,0.1,,0.5,1,0.6,0.9,,,
WBGene00017212,F07E5.7,0.2,,0.5,,2,0.8,4,0.2,0.1,0.3,,
WBGene00017213,F07E5.8,0.1,,0.1,,,1,1,1,0.3,,,
WBGene00017214,F07E5.9,,,0.7,2,0.2,0.3,0.1,0.2,0.1,0.1,0.3,0.2
WBGene00017215,F07F6.1,0.1,,0.2,,0.1,5,5,5,2,,,
WBGene00017216,F07F6.2,0.3,7,2,0.8,1,2,0.8,0.9,0.1,0.8,2,2
WBGene00017217,F07F6.4,29,70,56,16,29,35,26,31,30,21,16,17
WBGene00017218,dct-5,,,2,0.3,3,25,18,6,0.6,69,0.7,0.2
WBGene00017219,F07F6.7,0.9,2,3,0.6,2,4,2,6,3,4,5,3
WBGene00017220,F07F6.8,45,88,36,35,22,35,16,28,35,67,66,52
WBGene00017221,dgn-3,0.5,,0.2,,,,,0.3,0.1,,,
WBGene00017222,F07G6.2,0.1,,0.3,,,,,,,,,
WBGene00017223,F07G6.3,0.1,,0.2,,,,,,,,,
WBGene00017224,F07G6.5,,,,,,,,,,0.1,0.1,
WBGene00017225,fbxa-52,0.8,7,5,0.8,4,2,2,0.1,0.1,0.6,3,0.7
WBGene00017226,fbxa-53,1,0.3,8,5,2,1,2,1,0.3,5,5,3
WBGene00017227,F07G6.8,0.9,2,8,,,,0.3,,0.4,,,
WBGene00017228,F07G11.1,,,,0.5,0.1,0.1,,0.1,,23,2,0.3
WBGene00017229,F07G11.2,,0.2,1,,,,,,,0.2,,
WBGene00017230,F07G11.3,,,0.3,,,0.1,0.2,,,2,0.4,0.1
WBGene00017231,F07G11.4,,,0.1,0.1,0.8,0.2,0.4,0.4,,7,2,0.1
WBGene00017233,lmd-4,,,0.2,0.7,,0.3,0.2,0.3,0.1,4,1,0.5
WBGene00017236,F08B4.4,1,5,15,0.7,4,0.2,0.4,0.8,0.2,4,2,0.3
WBGene00017237,pole-2,27,24,10,31,9,14,7,23,20,14,20,15
WBGene00017238,F08B4.7,244,134,65,27,50,52,49,67,114,42,37,41
WBGene00017239,F08B6.1,13,55,16,4,9,13,10,21,15,14,11,15
WBGene00017240,calu-2,12,77,36,13,12,12,6,9,4,12,12,14
WBGene00017241,pcyt-1,36,61,14,17,24,52,26,36,22,22,14,12
WBGene00017243,F08C6.5,2,18,15,8,5,1,2,1,1,19,23,17
WBGene00017244,apy-1,31,26,26,20,105,102,43,53,23,53,21,23
WBGene00017245,F08D12.1,24,42,34,21,53,22,15,25,42,19,14,19
WBGene00017246,F08D12.2,0.1,,3,4,10,9,3,4,4,0.5,0.1,
WBGene00017247,F08D12.3,0.8,,1,10,10,8,1,3,8,0.5,0.3,0.1
WBGene00017248,F08D12.4,2,0.5,0.6,0.5,,,0.1,,0.2,,,
WBGene00017249,fbxb-108,12,0.5,0.4,0.2,,0.1,0.2,0.1,0.7,,0.1,
WBGene00017250,F08D12.7,0.8,,6,9,4,5,5,4,3,7,7,3
WBGene00017251,fbxb-105,14,1,0.5,,,,,,0.9,,,
WBGene00017252,sdz-10,12,4,1,,,,,,1,,,
WBGene00017253,sdz-9,31,2,1,,,,0.1,0.2,4,,,
WBGene00017254,fbxb-111,8,2,0.9,0.2,,0.1,,,0.9,,,
WBGene00017255,F08D12.12,0.6,,2,2,1,0.2,0.3,0.2,0.1,0.9,0.7,1
WBGene00017257,F08F1.3,6,43,45,20,19,14,12,9,7,70,84,61
WBGene00017258,F08F1.4,0.2,,0.5,0.1,,0.9,1,11,5,4,2,2
WBGene00017259,F08F1.9,,0.2,0.7,,,0.8,,1,0.5,0.5,0.1,
WBGene00017260,F08F3.1,1,0.2,13,5,5,2,2,0.8,0.5,7,4,3
WBGene00017261,acl-6,17,13,10,3,10,23,10,31,32,9,16,12
WBGene00017262,F08F3.4,0.7,1,18,20,30,48,21,31,16,28,3,10
WBGene00017263,F08F3.6,56,7,14,2,,0.3,1,26,36,0.2,0.2,0.3
WBGene00017264,F08F3.8,0.1,,0.5,0.3,,3,1,2,0.5,0.5,2,0.7
WBGene00017265,snpc-1.3,2,0.4,0.9,0.7,2,4,0.6,3,2,7,9,8
WBGene00017266,F08F3.10,0.4,2,17,2,2,2,2,1,0.2,2,2,3
WBGene00017267,numr-2,,,0.1,0.1,,0.3,0.1,0.4,,,,
WBGene00017268,hmgr-1,21,25,20,14,21,24,12,26,20,24,17,15
WBGene00017269,F08F8.4,25,12,11,2,3,7,2,35,20,7,10,7
WBGene00017270,numr-1,,3,3,3,1,0.2,0.5,0.2,0.6,0.6,0.3,1
WBGene00017271,F08F8.6,0.3,2,1,0.8,0.2,3,3,2,2,0.7,2,1
WBGene00017272,F08F8.7,25,28,23,75,34,44,44,26,28,62,100,91
WBGene00017273,gos-28,17,50,40,20,27,26,21,28,20,28,26,18
WBGene00017274,F08F8.9,48,55,48,33,27,25,13,38,40,39,55,36
WBGene00017275,F08F8.10,23,30,22,31,16,13,7,27,20,22,23,18
WBGene00017276,F09C11.1,,,,0.4,,,,,,,0.7,
WBGene00017277,F09C12.2,,,1,2,0.4,0.3,0.5,0.1,0.1,4,1,0.4
WBGene00017278,F09C12.6,0.4,1,4,0.8,0.5,0.1,0.5,0.5,,0.6,0.7,0.6
WBGene00017279,F09C12.8,0.2,,0.7,0.6,,4,15,6,10,0.6,0.4,0.7
WBGene00017280,usp-39,27,20,14,8,15,15,7,21,25,9,10,9
WBGene00017281,F09D12.2,0.3,0.4,2,0.2,,0.1,0.5,0.5,0.2,0.5,0.3,0.1
WBGene00017282,F09E5.2,24,29,18,10,15,25,10,25,16,21,24,19
WBGene00017283,F09E5.3,22,51,46,27,141,151,85,102,62,75,54,88
WBGene00017284,sec-6,22,36,23,9,19,17,7,20,20,13,16,13
WBGene00017285,F09E5.7,25,60,32,29,24,28,15,33,26,30,30,22
WBGene00017286,F09E5.8,20,35,24,8,22,39,24,35,18,25,23,19
WBGene00017287,F09E5.9,3,5,3,3,1,2,0.5,2,2,3,2,2
